ID #,Date,Link,Question,Quote
2943,7/25/16,http://mysteriouswritings.com/featured-question-with-forrest-favorite-fly-rods/,I was a fishing guide a few years back and there were many who preferred using certain fly rods over others. Do you have a favorite type of rod/brand to fish with? ~ matt,"Matt, when I was a teen I saved and saved to buy a Granger Victory split bamboo fly rod. At $25, it was way beyond my budget, but I just had to have it. Although it is now retired, it occupies a place of honor in my fishing cabinet. In rods and reels the magic name in those days was Hardy Brothers, but I couldn‰Ûªt afford those things. Once, when I was in London on art business, I went to the Hardy Brothers store and just wandered around ‰ÛÒ looking. The Hardy name is like Mahatma to me. f"
2950,7/22/16,http://mysteriouswritings.com/category/featured-questions-with-fenn/page/2/,"Forrest, when you started your gallery in Sante Fe, did you have a backup plan as to what you would do if it did not take off? Or did you avoid having thoughts like those? ~Thanks Mark J","Mark J, I was never organized enough to have a back-up plan. Initially, our art futureåÊtraveledåÊon very hard days. We just lumbered along feeling our way,åÊreplete with mistakes. Eventually, our efforts began to take on a more polite expression and the last fifteen or so years we were able to coast. f"
2957,7/13/16,http://mysteriouswritings.com/featured-question-with-forrest-fenn-the-bronze-jars/,"Mr. Fenn, Instinct tells me that you have something more in the jars you‰Ûªve hidden than just your autobiography, like maybe a gold coin or two. Do you think it is harder to find your jars or the chest? ~RPeternell","Each bronze jar I buried contains only my autobiography that is encased in a moisture proof glass container. Today I would be unable locate any of my buried jars or bells. My hope is that some romantic historian will happen upon one of them in the year 12,016, and think that Forrest Fenn was not just a passer-by to life. f"
2964,7/8/16,http://mysteriouswritings.com/featured-question-and-weekly-words-from-forrest-fenn-what-is-safe/,"Mr. Fenn, you said that the chest is in a safe location. Is there cellular phone reception at that location? ‰ÛÒ because to me a safe location would be one where you would be able to call for help if needed! ~J","I don‰Ûªt remember saying that the treasure is in a safe location. ‰ÛÏSafe‰Û is an absolute word, meaning there is no possibility for harm. So don‰Ûªt you think your last sentence is oxymoronish? If you are safe, why would there be a need for a phone? Look around the world and tell me of a place that is truly safe. f"
2971,7/1/16,http://mysteriouswritings.com/featured-question-and-weekly-words-from-forrest-fenn-get-back-in-the-box/,"I am not even close to solving your riddle. I‰Ûªve tried for months and nothing works. I am not asking for a clue to the treasure, I‰Ûªm asking for a clue to the clues. Please help me. åÊ~Mary.","The solve is difficult for many searchers because their minds think the clues are tougher to decrypt than they really are. Some say they are trying to think outside the box, as if the solution lies somewhere out there. Until now I have resisted telling them to get back in the box where their thoughts are comfortable and flow more easily. The blueprint is challenging so the treasure may be located by the one who can best adjust. To illustrate my point go to YouTube ‰ÛÒ Smarter Every Day. f"
2978,6/24/16,http://mysteriouswritings.com/featured-question-and-weekly-words-mud/,"You have said in the cold months to wait for the snow to melt and the mud to dry. Considering much of the Rockies are subject to random and frequent bouts of precipitation, when is the mud ever dry? ~Thanks, I‰Ûªm Inohury","Ha, elementary question my dear Inohury. A friend‰Ûªs six year-old daughter told me that mud can never dry because if it did it wouldn‰Ûªt be mud anymore. Please don‰Ûªt ask me to argue the point. F"
2985,6/19/16,http://mysteriouswritings.com/featured-question-with-forrest-fenn-my-parents-never-worried/,"Forrest, I‰Ûªm interested to know what was the reaction of both your parents, in detail, when you announced you were off with your buddy into the mountains for the adventure? Cheers. James","For whose adventure James, and what mountains and which buddy? Your question could fit any one of several episodes I experienced during my youth. Generally speaking, my parents were wrought up with frontier spirit and encouraged me to run free if my pursuit appeared wholesome. There were no soccer moms when I was a teenager and my parents never worried for my safety.f"
2992,6/17/16,http://mysteriouswritings.com/featured-question-and-weekly-words-from-forrest-hiding-the-treasure/,"Dear Forrest, may I ask what type of car you used to go into the mountains to hide the Treasure Chest. ~ Bill","Yes Bill, it was a sedan. f"
2999,6/3/16,http://mysteriouswritings.com/featured-question-and-weekly-words-from-forrest-fenn-batter-at-plate/,"Forrest, Your life has been so full and exciting. It has been such a treat living vicariously through your experiences. Your life and your treasure hunt has been the catalyst for so many of us to create our own adventures. While researching countless hours I‰Ûªve found myself drawn into the culture and era of our ancestors time after time. It makes me take pause and wonder what life would‰Ûªve been like with each subject I research. It makes me wonder if there was a culture or era in particular that you wish you could have experienced. I‰Ûªm sure you would have been a Maverick no matter where you might have landed in time! ~Dusty Rose Treasury","Dear Dusty Rose Treasury,\nLooking back on my life, with the advantage of 85 years of hindsight, I can understand how you would arrive at that conclusion. But, like the batter standing at the plate, it was not possible for me to know what will happen in the next few minutes. To answer your question in full would take more space that Jenny allows here, but I will say that I would like to have been with the first human that stepped into North America, and I would like to have been with the Indians at the Custer fight. And probably a lot of events in-between.f"
3006,5/27/16,http://mysteriouswritings.com/featured-question-and-weekly-words-from-forrest-fenn-ace-of-spades/,"Hello Forrest, The ace of spades, the so-called ‰ÛÏdeath card‰Û is featured in many movies about the Vietnam War. I see this as a very strange event and was wondering if mavericks of the war actually practiced this and why. Is it true? ~Rhonda","Dear Rhonda,\nI am not aware of the dark things about which you speak. It was my experience that those in combat needed to maintain a positive attitude and stay focused. Sorry I can‰Ûªt answer your question.f"
3013,5/20/16,http://mysteriouswritings.com/featured-question-and-weekly-words-from-forrest-masquerades-and-special-places/,"Forrest, if you were invited to one of the legendary costume parties thrown at El Delirio (the shared estate of Martha Root White and Amelia Elizabeth White in Santa Fe in the early 20th Century) ‰ÛÒ what characters or creations would you and Peggy show up as? ~Billy in Texas","Billy, When I was asked that question many years ago about going to a masquerade party I said I‰Ûªd wear my best clothes and go as a bum. My wife didn‰Ûªt like that answer so I should not mention it here and risk visiting her wrath again.\n\nI built my home in the Amelia White Sub Division and she lived only two blocks from me. The School of Advanced Research is housed in her home today. She had a lot of animals and the pet cemetery she maintain on her property is landscaped beautifully and has a little fence around it.\n\nThere may be 100 graves, but I don‰Ûªt know how many for sure. There were times when the stress of my business required that I get away for an hour, I would go sit in the speckled shade of a few pinon trees by that special little place and read the grave markers. I was quickly rejuvenated by that experience. Sorry Billy, I forgot what the question was.f"
3020,5/13/16,http://mysteriouswritings.com/featured-question-and-weekly-words-from-forrest-blaze-measurement/,Mr. Fenn: How far is the chest located from the blaze? ~ casey,"Casey, I did not take the measurement, but logic tells me that if you don‰Ûªt know where the blaze is it really doesn‰Ûªt matter. If you can find the blaze though, the answer to your question will be obvious. Does that help?f"
3027,5/6/16,http://mysteriouswritings.com/featured-question-and-weekly-words-from-forrest-evasive-maneuvers/,I know you said finding the treasure is out of your hands. But do you think you hid it in a place that it will be found someday? thank you ahead of time for answering my question or giving thoughts about it. ~ John.,"That‰Ûªs such a forlorn question. Someday is an indefinite and unpredictable time. I don‰Ûªt dare try to guess when the treasure will be found. I don‰Ûªt mean to be evasive, but I see I am.f"
3034,5/3/16,http://mysteriouswritings.com/featured-question-with-forrest-pottery-shards/,Were pottery shards ever repurposed? I wonder if they were ever shaped into arrowheads to be used on small animals? ~ Thanks BW,"Sure they were BW. In our digging we found a few hundred human effigies that were shaped from pieces of broken pottery vessels. I picture many of them in my book, The Secrets of San Lazaro Pueblo.f"
3041,4/29/16,http://mysteriouswritings.com/featured-question-and-weekly-words-from-forrest-which-direction/,"Which direction does the Blaze face? North, South, East or West? Curious. Foxy",I didn‰Ûªt take a radial off of the blaze Foxy. I‰Ûªm thinking it may not be any of those directions. F
3048,4/15/16,http://mysteriouswritings.com/featured-question-and-weekly-words-the-cunning-fox/,"Mr. Fenn,\n\nBeing a newcomer to the chase and classifying myself in the ‰Û÷Little girl from India‰Ûª group, as I live in Cairo Egypt, I very much doubt in the near future at least to pay a visit to the Rockies. But just infront of my laptop has opened up so many avenues of seeing and learning about the region and its indigenous people. So, Mr. Fenn you got that right!\n\nKnowing that the poem has been written in an obtuse way with all of us having great ideas about the solve, some of which are so intricate, sensible, logical and still wrong; It certainly makes for a great puzzle.","Obtuse means annoying so in continuing your thought I will toss that word right back to you in paraphrase. If all of you have such great ideas about the solve, how can they be wrong?"
3055,4/15/16,http://mysteriouswritings.com/featured-question-and-weekly-words-the-cunning-fox/,"That said and sorry if it has been asked before but I have one question for you, Mr.Fenn ‰ÛÒ if I stand at the place where warm waters halt, I will also be standing there or inherently very close to the same spot when I have found the blaze? ~ Richard\n\nP.S.) My thoughts behind this is that you, Mr.Fenn, lead us on a trip from the beginning to the end but both are actually in the same place. IE a return journey so to speak. I am just thinking of the verse by TS Elliot and of course you being as cunning as a fox! ",My sister had a fox fur coat sir. F
3062,4/12/16,http://mysteriouswritings.com/featured-question-with-forrest-fenn-thrill-of-a-movie/,"Forrest, if a movie was made about the Thrill Of The Chase, which actor would you like to see portray you? Let‰Ûªs assume Pitt is unavailable. Robert Redford perhaps? ~pacman","You are so funny pacman, with that movie stuff talk. I am the last remaining member of my family so who would watch such a film? My wife would probably suggest that Justin Bieber play my character, but I would think Wallace Berry would be more appropriate. f"
3069,4/1/16,http://mysteriouswritings.com/featured-question-and-weekly-words-x-in-a-name/,"Forrest, You said you were able to read the name of the French Fallen soldier along with the poem in English below the name, but you never reveal the name in the book.\n\nWhat was the name of this soldier? I been researching this and it might be impossible and may be no reverence to your poem. My thought is you would want this person remembered like you would want to be remembered. ~Shannon","Heck Shannon, you just widened one of my largest fault lines. In my haste to get back to the helicopter and leave that place, my effort was expended trying to remember the inscription, and I repeated it over and over. In that process the soldier‰Ûªs name was not retained.\n\nAll I remember is that his last name had an x in it. Is it strange that I would remember that? But there are no regrets because now he is my personal Unknown Soldier whose lack of identity stands as a metaphor for all men and women who fell in that ugly war and have now faded from our memory. f"
3076,3/24/16,http://mysteriouswritings.com/featured-question-and-early-weekly-words-the-what-ifs/,"Forrest, in the 2015 answers to six questions, you answered in part,‰ÛÏWhat surprises me a little is that nobody to my uncertain knowledge has analyzed one important possibility related to the winning solve.‰Û Is this statement still accurate? ~ Thanks, sumbuddy","Yes sumbuddy, and that is why I recently suggested that searchers consider the what ifs. F"
3083,2/23/16,http://mysteriouswritings.com/featured-question-with-forrest-x-on-a-map/,"Forrest Fenn I hope,\n\nI am new to the treasure search and there is so much contradictory information on the blogs I don‰Ûªt know what to believe and what I shouldn‰Ûªt. It must be just as confusing for you to read. Can you tell me anything that will help me? Thank you Mister Fenn. Adell\n\nPS, I am a city girl.","I will try Adell.\n\nRead the blogs for entertainment, and the poem like you were going to put an X on a map. Beyond that I am not compelled to reiterate. Hunt prepared and go safely. Good luck. F"
3090,2/9/16,http://mysteriouswritings.com/featured-question-with-forrest-fly-me-to-the-moon/,"Mr. Fenn,\n\nNASA plans to have a man on Mars in 20-30 years. Given your Indiana Jones personality for adventure and flight, as a young man, would you have wanted to be selected as an astronaut for that program? ~BW","No BW, that NASA thing was not meant for me. It required too much study, and I‰Ûªm just smart enough to know I‰Ûªm not smart enough for that program. And I didn‰Ûªt want to get in the centrifuge. I knew Buzz Aldrin and Dave Scott, both of whom walked on the moon. We were both in the same fighter wing in Germany in 1958 or so.\n\nIf one of them called and said, ‰ÛÏHurry Fenn come down here and jump in this rocket with me,‰Û I‰Ûªd been there in a minute. At 85, I‰Ûªm still sitting by the phone. That line must be out of order. f"
3097,11/25/15,http://mysteriouswritings.com/featured-question-with-forrest-lifes-tangents/,"Dear Mr. Fenn, I enjoyed your latest book about Leon Gaspard. Are you working on any other projects or books?  ~ willow","Willow, I keep telling myself I‰Ûªm not working on anything, but then I get an idea and off I go again. All of life‰Ûªs tangents know me by my first name.\n\nNow Jenny has written a great children‰Ûªs book and that makes me so envious. Maybe I‰Ûªll try that and see what happens."
3104,11/12/15,http://mysteriouswritings.com/featured-question-with-forrest-subtle-clues-in-the-thrill-of-the-chase/,"You have said to read the poem and read TTOTC to help solve for the 9 clues. We all know there are many options to choose from regarding, Brown, hoB, wwh,and blaze hinted at in the book.\n\nMy question is, ‰ÛÏIn the book, do you also, in a more subtle way, tell which is the correct answer to one or all of the above?‰Û ~BW","No I don‰Ûªt madam, sorry. F"
3111,10/6/15,http://mysteriouswritings.com/featured-question-with-forrest-lifes-ending-peace/,"Yogi Berra was asked by his wife, ‰ÛÏYogi, if you die before me where do you want to be buried? Montclair, New York or St. Louis?‰Û He is known to have answered, ‰ÛÏsurprise me‰Û.   So if Peggy comes up to you and asks, ‰ÛÏForrest, if you die before me where do you want to be buried?‰Û  What would your answer be?‰Û   ~Joe","Joe, thanks for the question. I have no desire to be buried in a box. It‰Ûªs too dark and cold for me, and too lasting. I would rather go into the silent mountains on a warm sunny day, sit under a tree where the air is fresh and the smell of nature is all around, and let my body slowly decay into the soil. What can be better than that? f"
3118,9/11/15,http://mysteriouswritings.com/featured-question-with-forrest-the-bullet/,"Mr. Fenn,\nI saw the scrapbook and pictures of Bullet‰Ûªs return home, and was wondering if you have any plans of driving down memory lane‰Û_ so to speak. And where would you and Bullet most like to go?\nMike","Thanks Mike.\n\nWe searched a year for the bullet (actually its twin brother) and finally found it in Maryland. We shipped it to Santa Fe because the tires are 48 years old. Although the treads are good, the rubber has hardened and we thought it imprudent to drive it to this distant place.\n\nI helped Peggy into our new 1935 Plymouth. Without a word, we turned left and drove out The Old Santa Fe Trail toward Canoncito. It had been 65 years since the two of us had ridden in the Bullet. With no power steering or power brakes, and no air conditioning, it brought back memories of our first ride in the Bullet.\n\nIt was about 1946 when I was 16 and she was 14. Although we are now 85 and 82, the thrill still lingers unabated. Thanks Mike, for reminding me. F"
3125,9/1/15,http://mysteriouswritings.com/featured-question-with-forrest-georgia-okeeffe/,"Dear Forrest, Are you a fan of Georgia O‰ÛªKeefe‰Ûªs work? And if so, would you share what painting(s) or writing(s) of hers stand out to you most? Thank you.  ~Jessie","Jesse,\nI am a fan of Georgia O‰ÛªKeeffe, but not her work, and my opinion was no mystery to her.  She said I was a low brow.  I countered with a comment something like, ‰ÛÏWho says you have to be a snob to enjoy art.‰Û\n\nWe liked to argue and all I had to do to start a fight was say something derogatory about modern art.  I once said I wanted to come see her in Abiquiu.  She said, ‰ÛÏWell, I‰Ûªll make soup and a salad if you won‰Ûªt complain.‰Û\n\nThat‰Ûªs the way she was and I‰Ûªll admit that there was very little not to like about her. f"
3132,8/7/15,http://mysteriouswritings.com/featured-question-and-chatting-with-forrest-fenn-indian-doll-collection/,"I asked Forrest, which was his favorite Indian Doll and why?","Jenny, I‰Ûªm not sure which is my favorite, but my favorites are the Southern Cheyenne dolls. I have seven that I think were made by the same woman about 1870ish. Each has the distinctive style ‰ÛÏsignature‰Û of the maker.\n\nThere is a comfortable warmth that comes with an old much-used doll that isn‰Ûªt evident in most other artifacts. For one thing, generally there is no violence in their history. When I was writing my doll book, late at night, I frequently placed one of the dolls beside me in my chair. A certain coziness came with the doll, and the practice seemed to stimulate my words and my thought processes. I‰Ûªm not sure coziness is the right word, but I hope you know what I mean. f"
3139,8/1/15,http://mysteriouswritings.com/featured-question-with-forrest-treasure-chest-photo-shoot/,In one of the photos of your treasure the bronze chest is resting on what looks like the floor of a barn. At least it looks like that to me. Can you tell us about it? Agnes,"Agnes, that chest was placed on a small stool in my photographer‰Ûªs studio. I thought it was an apt prop from which to launch the thrill of the chase. We messed around for a long time with lighting and rearranging the gold coins and nuggets. He must have taken fifty photos but when I got home he sent me only three. He said he picked out the best ones and deleted the others. f"
3146,7/25/15,http://mysteriouswritings.com/featured-question-with-forrest-a-treasure-worth-more-than-gold/,"I read recently about someone whose life was changed for the better because of your writings and the buried treasure story. Can you tell me something how your life has changed because of it? Thanks, Mondo",Sure I can Mondo. I am more introspective in a positive way than I used to be. No less than a dozen people have said the TOTC has given them new purpose at a time in their life when they thought there was nothing more to hang around for. Those thoughts are deeply profound and have made me all the more satisfied that I hid the treasure. f
3153,7/20/15,http://mysteriouswritings.com/featured-question-with-forrest-around-the-edge-of-hebgen-lake/,When you decided to go into business you chose to open an Art Gallery.  What business do you think you would choose today?   thanks- Lizzy,"I would choose art again, but with digital cameras and the internet today there is no need for a gallery. I would buy and sell a half-dozen paintings a year from my home, and fish the rest of the time. I always wanted to canoe around the edge of Hebgen Lake, all 65 miles of it, so maybe I‰Ûªd do that also. f"
3160,6/23/15,http://mysteriouswritings.com/featured-question-and-chatting-with-forrest-bronze-and-iron/,"You had mentioned that melding iron and bronze is difficult to do.  Would you explain a bit of the process on how it can be done and what makes them hard to marry?\n\nThanks so much, Jenny","Jenny, I like your use of the word melding instead of welding. Some would have used the latter in this context, which would have been incorrect, although debatable in some classrooms. I probably would not have thought to use your word, which is accurate, but arguable by those who are naturally bent to disagree.\n\nHere is my take on the subject, and I offer it hoping no one will research my opinion. If I‰Ûªm wrong please don‰Ûªt tell me because I‰Ûªm too old to change my mind.\n\nThe laws of physics insinuate that joining a ferrous metal to a non-ferrous metal is difficult, but may be accomplished with the use of a heliarc, which uses an inert gas that keeps oxygen away from the joining process. When heated to a high temperature iron will start to oxidize before it melts, where bronze will not.\n\nSo the secret to marrying the two metals is to keep the iron from oxidizing, thus making the two compatible. The inert gas does that. That‰Ûªs my story and it always worked for me when I had a foundry, although some guys who are smarter than I am said I couldn‰Ûªt do it. f"
3167,6/16/15,http://mysteriouswritings.com/featured-question-with-forrest-san-lazaro-pueblo-pottery-sherds/,"Mr. Fenn, I have a question regarding the two pottery sherds I received from Jenny (for entering the Easter Contest).\n\nThe clay in one is gray with only black color used for the design.  The other sherd is light colored clay with burnt umber, black and cream color for the design.  The gray sherd on its broken side shows many impurities that could cause breakage, while the lighter colored sherd has a more refined composition and is thicker.\n\nMy question is, ‰ÛÏDid the clay for one or both come from San Lazaro or was the clay brought in from another site? ~ thanks BW","Well, let me answer with what you gave me to work with. The gray colored clay may be from a biscuit ware bowl. The clay comes from near Abiquiu. The black paint is made from Rocky Mountain Bee Weed, which grows all over the southwest. The color is brown, but turns black when fired.\n\nThe ‰ÛÏimpurities‰Û are not that at all, they are temper, which keeps many of the pots from breaking during the firing process. The temper may be ground-up pot sherds, or sand.\n\nThe umber colored designs on the other sherd are made from galena, which is lead ore. It is mined about 20 miles south of San Lazaro. The ore is ground up and mixed with water, and heated until it gets a thick viscosity, then it is painted on. Both the mineral and vegetal paints become permanent when the vessel is fired. Hope this helps. f"
3174,6/5/15,http://mysteriouswritings.com/featured-question-with-forrest-trade-or-keep/,"Hi Forrest, As a collector and trader of things, how do decide which to keep or trade?  It would seem difficult at times to part with items.   Best, Mahlon","Mahlon, I was never much of a trader because it was time consuming and at the end of the day you are even, theoretically. It always was better for me to buy from you and have you buy from me ‰ÛÒ and be done with it.\n\nI did part with things I wanted to keep, but making payroll was a priority, and cash flow, a necessity. Fortunately, I was able to keep a few things that I still enjoy holding in my hand. f"
3181,5/30/15,http://mysteriouswritings.com/featured-question-with-forrest-advice-for-bigfoot/,"Dear Forrest,\n\nWhat do you feel was your best source for gaining knowledge about the Indian lifestyle? ~ sasquatch","Well, sasquatch (you must be Bigfoot)\n\nThe best way for me to learn is to select an Indian-made object or a subject, and research it on the internet. There is so much information out there today that one can become knowledgeable in just a few minutes.\n\nFor instance, did you know that in pre-historic times the Indians in the Southwest smoked four different kinds of tobacco? f"
3188,5/26/15,http://mysteriouswritings.com/featured-question-with-forrest-buried-or-not/,"Hello Mr. Fenn,\n\nYou have been very clear as to not revealing whether the chest is buried or not. However, since you have told us it is above 5000 feet, in a funny way you have put a limit on if it was buried, how deep it would be. For example, if we were at 5002 feet altitude, it could be no more that 2 feet down. However, it we were at 8002 feet, it could be as deep at 3002 feet! That would be tough to do in one afternoon!\n\nSo my question is without making any comment as to whether it is buried or not, can you refine the limit? For example, would it be less than 1 foot? It would seem to help if searchers who believed it was buried didn‰Ûªt unnecessarily dig deep holes. ~ Thanks Mark","To follow your line of reasoning Mark, if the treasure was in Death Valley, CA, which is 282 feet below sea level, the chest would have to be floating in the air at least 5,282 feet above the ground. I don‰Ûªt have the slightest idea what I‰Ûªm talking about so I‰Ûªm going to make myself a chocolate milk and go to bed.f"
3195,5/21/15,http://mysteriouswritings.com/featured-question-with-forrest-sunny-spring-treasures/,"Mr. Fenn,\n\nSpring is in full force.  Do you do any gardening? thanks ~ Mark","Sure I do Mark. Piper, my twelve year-old granddaughter and I have a vegetable garden each spring. Mostly we have plants that grow under the ground and because it is still cold at night in Santa Fe, our plants are in my kitchen by a big window where they enjoy a sunny southern exposure. It is educational to see how fast some plants grow, especially in weeks. f"
3202,5/17/15,http://mysteriouswritings.com/featured-question-with-forrest-yellowstone-volcano-risk/,"Mr. Fenn,\n\nAccording to recent research about the Yellowstone Supervolcanoe and if I do the maths right, there is a 1 in 700 chance the treasure will get blown to bits in the next 1000 years.\n\nAre you okay with those odds or does that make you feel like you should move the treasure? ‰Û_preferably somewhere closer to me.","I doubt that a volcanic eruption under Yellowstone Lake would blow the treasure chest to bits, no matter the odds, but it might spread a lot of beautiful cutthroat and lake trout around the country side. F"
3209,5/13/15,http://mysteriouswritings.com/featured-question-with-forrest-first-clue-importance/,"Over the past half-decade, your challenge for any cavalier spirit to find a valuable treasure chest hidden in the Rocky Mountains sparked a veritable gold rush of knowledge.  Searchers endlessly immerse themselves in study of topics previously unknown to them hoping to gain an advantage in their quest.   I would even go so far as to speculate that some have done more research in relation to the chest than some doctoral students do in completing a thesis. \n\nTo be sure, there is value in wisdom.  That value is then increased when wisdom is shared with others.  Which is why I was hoping you might be willing to share a thought or two about something you‰Ûªve learned from searchers over the past five years.  Whether related to geography, geology, history or even human nature, I‰Ûªd love to hear if there‰Ûªs been anything offered up by a searcher, or searchers, that enlightened you in some way.\n\nHope all is well!  ~ S&H","Thanks for the question S&H.\n\nI learn something every day from those who are in the treasure hunt.\n\nWhat surprises me is that so many ignore the first clue in the poem. Without it all the searcher has is the memory of a nice vacation. Although many have tried, I doubt that anyone will find the blaze before they have figured out the first clue. f"
3216,4/21/15,http://mysteriouswritings.com/featured-question-with-forrest-capitalization-rules/,"Mr. Fenn, Have the rules of capitalization been properly followed throughout the entire poem? ~ ChicagoDave","Whose Rules, ChicagoDave? f"
3223,4/7/15,http://mysteriouswritings.com/featured-question-with-forrest-anyone-closer/,"Mr. Fenn, After reading the blogs and personal emails from hunters over the past three months, do you think anyone is any closer to discovering the location of the treasure? ~ Madeline","No Madeline, I don‰Ûªt, but then I haven‰Ûªt read most of the blogs. Please don‰Ûªt be deterred by what might have been.f"
3230,3/31/15,http://mysteriouswritings.com/featured-question-with-forrest-lock-and-key/,"Hi Forrest, The medieval chest looks like it has a pretty fancy lock which must have been very difficult to make in those days. Can you please describe how the lock works and how it was made ? ~ Muset","Muset, don‰Ûªt underestimate the metalsmiths in ancient times. They made remarkable objects with iron and bronze. The lock works like most others. You put the key in and turn.\n\nIt reminds me of a story. About 23 years ago when my oldest granddaughter was young I told her that if I put a key in her belly button and turned it, her pants would fall off. She‰Ûªs still laughing, and reminding me that I said it. f"
3237,3/26/15,http://mysteriouswritings.com/featured-question-with-forrest-first-clue/,"Forrest, you have stated that several searchers correctly identified the first two clues in your poem. Could you tell us how many searchers to your knowledge have correctly identified the first clue correctly? Thanks. ~49 Dollars","No 49, I cannot tell you how many searchers have identified the first clue correctly, but certainly more than several. I cannot imagine anyone finding the treasure without first identifying the starting point, although many seem to be preoccupied with later clues. To me that‰Ûªs just expensive folly. f"
3244,3/17/15,http://mysteriouswritings.com/featured-question-with-forrest-gold-coins/,Thanks Forrest.  I was wondering about the Gold Coins in the chest. Did you have these in a collection before putting them in the chest or did you gather these specifically for the chest? ~x,"I had gold coins for sale in my gallery because they made great gifts. Gold changes in value every minute around the clock so I kept my eye on what was happening internationally, and tried to buy when the price was down. It took me ten years to amass the hundreds of gold nuggets that are in the treasure chest. Many were obtained at gun shows where I always paid too much for them. f"
3251,3/10/15,http://mysteriouswritings.com/featured-question-with-forrest-pirates-and-treasures/,Had you read about other treasure hunts and their different methods used to hide treasure before deciding to write a poem?  Is there a reason you chose to write a poem? ~j,"Thanks Jenny. I have read only about treasures that were hidden by pirates, and I wish I could find one of those. I wrote the poem in my book because I needed an avenue where I could present clues and start searchers on the chase. I worked on it for a long time and am pleased that it did its job so well. f"
3258,3/2/15,http://mysteriouswritings.com/featured-question-with-forrest-quibbling-or-prevaricating/,"Forrest, You said you made two trips from your car to hide the treasure. Besides walking, did you use any other methods of transportation to get back and forth between the car and the hide? Thanks, Edgar","Edgar, your wording of the question prompts me to pause and wonder if I can answer it candidly, yet correctly. Were all the evidence truly known, and I answered in the positive, you might say I was prevaricating, by some definitions of the word. And if I answered in the negative, you may claim that I was quibbling. So I will stay quiet on that subject. Thanks for the question anyway. f"
3265,2/26/15,http://mysteriouswritings.com/whats-close-proximity-featured-question-with-forrest/,"You once wrote: ‰ÛÏThere isn‰Ûªt a human trail in very close proximity to where I hid the treasure.‰Û  You also once wrote: ‰ÛÏAnd in close proximity were stone projectiles and crudely made hand axes that could have been 30,000 years old.‰Û\n\nCan you clarify for us your definitions of ‰ÛÏclose proximity‰Û and ‰ÛÏvery close proximity?‰Û (e.g. 10 feet, 50 feet, 100 feet, 500 feet, etc.?)","It‰Ûªs not that easy Milan. Are you asking me to carry a caliper in my pocket? Each ‰ÛÏclose proximity‰Û is different, relative, and site-specific, as you pointed out. So I can‰Ûªt answer your question. To an ant a mud puddle can be like an ocean. F"
3272,2/24/15,http://mysteriouswritings.com/featured-question-with-forrest-porcupine-ponderings/,"In Scrapbook 49 ( Sweet Fragrances)  you talked about many different spices.  In your book, The Thrill of the Chase, you mention the taste of porcupine.  I was wondering‰Û_..which spice do you think would be best used on porcupine so it doesn‰Ûªt taste so much like kerosene.  ~ j","Jenny, \nNo spice can soften that taste. Forest wisdom during the mountain man era was don‰Ûªt kill the porcupine if you have anything else to eat. Save him for when you‰Ûªre starving. The poor animal, whose face has no flattering angles, walks with a slow waddle, which makes him easy to catch.\n\nIn the Rocky Mountains Porky spends a lot of time eating most parts of a pine tree, including needles, cones, and bark. His meat tastes like what he eats. I ate one once, and if I had to choose between doing it again, and collapsing of malnourishment, I‰Ûªd have to think about it for a while. f"
3279,1/12/15,http://mysteriouswritings.com/contemplating-sabratha-featured-question-with-forrest/,"In your book, Teepee Smoke, you show a small image of Joseph Sharp visiting the Acoma Pueblo where it is written he liked to ‰ÛÏjust sit and look and contemplate.‰Û  Where would you say is a place you like to ‰Û÷just sit and look and contemplate‰Ûª?  And why? ~j",There‰Ûªve been many sites where I‰Ûªve rested and fallen under its spell. One of my favorites was at the Roman city of Sabratha where fifty times I sat against an ancient wall and looked out across the Mediterranean. Thoughts of those thoughts still are indelible in my mind. So much history in that place; so many invisible lives still are there. I invite you to use Google Earth and see for yourself. It‰Ûªs on the extreme north western edge of Libya.f
3286,1/5/15,http://mysteriouswritings.com/slicks-featured-question-with-forrest/,"Dear Forrest, You collect many artifacts, and it seems they quietly impress upon you to study them and then tell their stories. Do you have a favorite story/history of an artifact?~ j","Sure I do. One such object is a ‰ÛÏslick,‰Û a word used here as a noun. It‰Ûªs a term that‰Ûªs largely unknown, even to historians. Many of the old mountain men and fur trappers were never without four items while on the trail: A Hawkin rifle, a Russell Green River knife, a strike-a-light, and a slick. Slicks are small pieces of jade that were carried as good luck charms, or amulets.\n\nMost of them were picked up in Southwest Wyoming that is home to some of the best jade in the world. They got their name because some exhibit heavy ‰ÛÏbag wear‰Û from being carried in a pants pocket for years. I found mine under the floor boards of a long-ago abandoned log cabin within walking distance of the Gallatin River in Montana. I carry it sometimes myself.f"
3293,12/30/14,http://mysteriouswritings.com/featured-question-with-forrest-end-of-2014-summary/,"Now that the 2014 search season has ended, can you summarize the results? Ie: is anyone close to the treasure chest? Has anyone given you a solve? Thanks, puttputt.","I know of a few searchers who have been reasonably close to the treasure puttputt, but there is no indication that they knew it. No one has given me the correct solve past the first two clues.f"
